name,city,country,iata,icao,latitude,longitude,continent
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689834590001,145.391998291,Pacific
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,Pacific
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,Pacific
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,Pacific
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,Pacific
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58383011818,143.669006348,Pacific
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,America
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.6781005859,America
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,America
Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.7032012939,America
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210938,-18.07270050048828,Atlantic
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.2833023071289,-14.401399612426758,Atlantic
Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,Atlantic
Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,Atlantic
Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.135299682617188,Atlantic
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,Atlantic
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,Atlantic
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,Atlantic
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,Atlantic
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.278900146484375,Atlantic
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,America
Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.03250122070001,America
Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,America
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.3918991089,-56.083099365200006,America
Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,America
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,America
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,America
CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,America
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,America
Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.950801849365234,-125.27100372314453,America
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,America
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,America
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,America
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,America
Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,America
Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,America
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,America
Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,America
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,America
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,America
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,America
Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.1280059814453,America
Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,America
Princeton Airport,Princeton,Canada,\N,CYDC,49.4681015015,-120.511001587,America
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,America
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,America
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.100799560546875,-100.052001953125,America
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,America
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,America
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.07080078119999,America
Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,America
Edson Airport,Edson,Canada,YET,CYET,53.578899383499994,-116.464996338,America
Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,America
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,America
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,America
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.868900299072266,-66.53720092773438,America
Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632812,America
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654297,America
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,America
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171875,America
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,America
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.625301361083984,-77.7042007446289,America
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,America
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,America
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,America
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,America
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,America
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,America
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.84970092770001,America
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,America
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,America
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,America
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,America
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,America
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,America
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,America
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,America
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,America
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.460800170899994,-80.3786010742,America
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.805301666259766,-66.8052978515625,America
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,America
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,America
Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,America
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301361083984,-108.52300262451172,America
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.309200286865234,-110.072998046875,America
Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.2806015015,America
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,America
Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.8679962158203,America
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,America
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,America
Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,America
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728004456,-75.9906005859,America
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,America
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189998626708984,-61.78919982910156,America
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.521701812699995,-75.5635986328,America
Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,America
Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,America
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404998779296875,-110.27899932861328,America
High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,America
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,America
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,America
Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,America
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,America
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,America
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,America
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.2885971069336,America
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,America
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.286098480199996,-130.445007324,America
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,America
Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,America
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,America
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.89399719238281,America
Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,America
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,America
Kenora Airport,Kenora,Canada,YQK,CYQK,49.788299560546875,-94.36309814453125,America
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,America
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,America
Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,America
Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,America
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,America
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,America
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,America
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,America
Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,America
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,America
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623047,America
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,America
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.764400482177734,-69.58470153808594,America
Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,America
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,America
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,America
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,America
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,America
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,America
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,America
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,America
Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,America
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,America
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,America
Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734375,America
CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,America
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,America
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,America
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,America
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,America
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770001,America
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,America
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,America
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.151401519800004,-105.262001038,America
Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.355800628699996,-110.823997498,America
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,America
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,America
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.096099853515625,-68.4269027709961,America
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,America
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,America
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,America
Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,America
Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184326172,-77.31919860839844,America
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.909999847399995,-97.2398986816,America
Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.8644027709961,America
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,America
Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940017700195,-123.43699645996094,America
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,America
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,America
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.170799255371094,-106.69999694824219,America
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182495117,-110.72100067138672,America
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814453125,-120.73999786376953,America
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923095703,-91.9052963256836,America
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.71360015869999,America
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.697400654599996,-79.8473453522,America
Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,America
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,America
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,America
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.025299072265625,-122.36100006103516,America
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,America
North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,America
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,America
Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,America
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,America
Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,America
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,America
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,America
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,America
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923095703,-101.07599639892578,America
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.291900634799994,-107.691001892,America
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041016,-94.06500244140625,America
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,America
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,America
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389846801758,-82.46749877929688,America
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846191406,-88.90969848632812,America
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,America
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,America
Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,America
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968261719,-82.56780242919922,America
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.462799072265625,-114.44000244140625,America
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,America
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,America
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,America
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.680599212646484,-127.36699676513672,America
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182495117,-115.78700256347656,America
Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,America
Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.7429962158203,America
CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476562,America
Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,America
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122070312,-134.86099243164062,America
Blida Airport,Blida,Algeria,QLD,DAAB,36.50360107421875,2.8141698837280273,Africa
Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33250045776367,4.206389904022217,Africa
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.0699200630200005,Africa
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,Africa
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,Africa
Boufarik Airport,Boufarik,Algeria,\N,DAAK,36.545799,2.87611,Africa
Reggane Airport,Reggan,Algeria,\N,DAAN,26.7101,0.285647,Africa
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,Africa
Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,35.52539825439453,2.8787100315093994,Africa
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,Africa
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,Africa
Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,Africa
Relizane Airport,Relizane,Algeria,\N,DAAZ,35.752201,0.626272,Africa
Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,Africa
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,Africa
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,Africa
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,Africa
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,Africa
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.73540115356445,-0.8053889870643616,Africa
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,Africa
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126998901,1.33176994324,Africa
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036010742,-0.5322780013084412,Africa
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,Africa
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,Africa
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,Africa
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.14714199304580688,Africa
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.837600708007812,-0.18641400337219238,Africa
Biskra Airport,Biskra,Algeria,BSK,DAUB,34.793300628699996,5.73823022842,Africa
El Golea Airport,El Golea,Algeria,ELG,DAUE,30.571300506591797,2.8595900535583496,Africa
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,Africa
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335699996,6.140439987180001,Africa
In Salah Airport,In Salah,Algeria,INZ,DAUI,27.250999450699997,2.51202011108,Africa
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,Africa
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.764400482199996,2.92833995819,Africa
Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,Africa
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,Africa
In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,Africa
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,Africa
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,Africa
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160099983215332,-4.33096981048584,Africa
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,Africa
Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.8632140159606934,Africa
Wa Airport,Wa,Ghana,\N,DGLW,10.0826997756958,-2.507689952850342,Africa
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830234527588,-2.3287599086761475,Africa
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,Africa
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478027,Africa
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800048828125,-5.073669910430908,Africa
Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.792809963226318,-6.473189830780029,Africa
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.38718032837,-5.55666017532,Africa
Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.272069931030273,-7.58735990524292,Africa
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837188721,-6.660820007324219,Africa
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,Africa
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161132812,7.263169765472412,Africa
Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864349365,5.3010101318359375,Africa
Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885101318,5.5995001792907715,Africa
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859313965,8.347200393676758,Africa
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.474269866943359,7.561960220336914,Africa
Gusau Airport,Gusau,Nigeria,\N,DNGU,12.1717,6.69611,Africa
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136413574,3.97832989692688,Africa
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342407227,4.493919849395752,Africa
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829635620117,8.869050025939941,Africa
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696000099182129,7.320109844207764,Africa
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,Africa
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949645996,13.080900192260742,Africa
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.70388,8.61394,Africa
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,Africa
Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652170181274414,6.462259769439697,Africa
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.0154900550842285,6.94959020614624,Africa
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916299819946289,5.207190036773682,Africa
Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239562988,12.430399894714355,Africa
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302,7.68581,Africa
Maradi Airport,Maradi,Niger,MFQ,DRRM,13.5024995803833,7.1267499923706055,Africa
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,Africa
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.875699996948242,5.265359878540039,Africa
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.965999603271484,8.000109672546387,Africa
Dirkou Airport,Dirkou,Niger,\N,DRZD,18.968700408935547,12.86870002746582,Africa
Diffa Airport,Diffa,Niger,\N,DRZF,13.372900009155273,12.626700401306152,Africa
Zinder Airport,Zinder,Niger,ZND,DRZR,13.779000282287598,8.983759880065918,Africa
